id,locId,hrcuId,lrcuId,yardId,systemName,systemType,rclVersion,installDate,hrcuLat,hcruLon,locationFile,simIdle,simDisconnect
rcl77,loc77,hrcu77,lrcu77,yardA,sysB,sysTypeB,1.0,2024-01-23,XXX,YYY,data/baileyyard/14155780.csv,false,false
rcl78,loc78,hrcu78,lrcu78,yardA,sysC,sysTypeC,1.0,2024-01-23,XXX,YYY,data/baileyyard/14155787.csv,false,false
rcl80,loc80,hrcu80,lrcu80,yardA,sysB,sysTypeB,1.0,2024-01-23,XXX,YYY,data/baileyyard/14155807.csv,false,false
rcl81,loc81,hrcu81,lrcu81,yardA,sysC,sysTypeC,1.0,2024-01-23,XXX,YYY,data/baileyyard/221826963.csv,false,false
rcl83,loc83,hrcu83,lrcu83,yardA,sysB,sysTypeB,1.0,2024-01-23,XXX,YYY,data/baileyyard/221826968.csv,false,false
rcl84,loc84,hrcu84,lrcu84,yardA,sysC,sysTypeC,1.0,2024-01-23,XXX,YYY,data/baileyyard/221826972.csv,false,false
rcl86,loc86,hrcu86,lrcu86,yardA,sysB,sysTypeB,1.0,2024-01-23,XXX,YYY,data/baileyyard/221826979.csv,false,false
rcl87,loc87,hrcu87,lrcu87,yardA,sysC,sysTypeC,1.0,2024-01-23,XXX,YYY,data/baileyyard/221826980.csv,false,false
rcl89,loc89,hrcu89,lrcu89,yardA,sysB,sysTypeB,1.0,2024-01-23,XXX,YYY,data/baileyyard/221826986.csv,false,false
rcl90,loc90,hrcu90,lrcu90,yardA,sysC,sysTypeC,1.0,2024-01-23,XXX,YYY,data/baileyyard/221826987.csv,false,false
rcl92,loc92,hrcu92,lrcu92,yardA,sysB,sysTypeB,1.0,2024-01-23,XXX,YYY,data/baileyyard/221826991.csv,false,false
rcl93,loc93,hrcu93,lrcu93,yardA,sysC,sysTypeC,1.0,2024-01-23,XXX,YYY,data/baileyyard/221826992.csv,false,false
rcl95,loc95,hrcu95,lrcu95,yardA,sysB,sysTypeB,1.0,2024-01-23,XXX,YYY,data/baileyyard/224153418.csv,false,false
rcl96,loc96,hrcu96,lrcu96,yardA,sysC,sysTypeC,1.0,2024-01-23,XXX,YYY,data/baileyyard/224153426.csv,false,false
rcl98,loc98,hrcu98,lrcu98,yardA,sysB,sysTypeB,1.0,2024-01-23,XXX,YYY,data/baileyyard/224153434.csv,false,false
rcl99,loc99,hrcu99,lrcu99,yardA,sysC,sysTypeC,1.0,2024-01-23,XXX,YYY,data/baileyyard/224153453.csv,false,false
rcl101,loc101,hrcu101,lrcu101,yardA,sysB,sysTypeB,1.0,2024-01-23,XXX,YYY,data/baileyyard/224153457.csv,false,false
rcl102,loc102,hrcu102,lrcu102,yardA,sysC,sysTypeC,1.0,2024-01-23,XXX,YYY,data/baileyyard/224153458.csv,false,false
rcl104,loc104,hrcu104,lrcu104,yardA,sysB,sysTypeB,1.0,2024-01-23,XXX,YYY,data/baileyyard/224153475.csv,false,false
rcl105,loc105,hrcu105,lrcu105,yardA,sysC,sysTypeC,1.0,2024-01-23,XXX,YYY,data/baileyyard/224153477.csv,false,false
rcl107,loc107,hrcu107,lrcu107,yardA,sysB,sysTypeB,1.0,2024-01-23,XXX,YYY,data/baileyyard/224153486.csv,false,false
rcl108,loc108,hrcu108,lrcu108,yardA,sysC,sysTypeC,1.0,2024-01-23,XXX,YYY,data/baileyyard/224153488.csv,false,false
rcl110,loc110,hrcu110,lrcu110,yardA,sysB,sysTypeB,1.0,2024-01-23,XXX,YYY,data/baileyyard/224153501.csv,false,false
rcl111,loc111,hrcu111,lrcu111,yardA,sysC,sysTypeC,1.0,2024-01-23,XXX,YYY,data/baileyyard/224155565.csv,false,false
rcl113,loc113,hrcu113,lrcu113,yardA,sysB,sysTypeB,1.0,2024-01-23,XXX,YYY,data/baileyyard/896437381.csv,false,false
rcl114,loc114,hrcu114,lrcu114,yardA,sysC,sysTypeC,1.0,2024-01-23,XXX,YYY,data/baileyyard/14155728.csv,false,false
rcl115,loc115,hrcu115,lrcu115,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/10026921.csv,false,false
rcl119,loc119,hrcu119,lrcu119,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/27860374.csv,false,false
rcl123,loc123,hrcu123,lrcu123,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/27860441.csv,false,false
rcl127,loc127,hrcu127,lrcu127,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/27860476.csv,false,false
rcl131,loc131,hrcu131,lrcu131,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/27860635.csv,false,false
rcl135,loc135,hrcu135,lrcu135,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/27862152.csv,false,false
rcl139,loc139,hrcu139,lrcu139,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/27862635.csv,false,false
rcl143,loc143,hrcu143,lrcu143,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/27862744.csv,false,false
rcl147,loc147,hrcu147,lrcu147,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/27863251.csv,false,false
rcl151,loc151,hrcu151,lrcu151,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/27863358.csv,false,false
rcl155,loc155,hrcu155,lrcu155,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/27863504.csv,false,false
rcl159,loc159,hrcu159,lrcu159,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/27863630.csv,false,false
rcl163,loc163,hrcu163,lrcu163,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/27863742.csv,false,false
rcl167,loc167,hrcu167,lrcu167,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/27863803.csv,false,false
rcl171,loc171,hrcu171,lrcu171,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/27865601.csv,false,false
rcl175,loc175,hrcu175,lrcu175,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/27865640.csv,false,false
rcl179,loc179,hrcu179,lrcu179,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/27865703.csv,false,false
rcl183,loc183,hrcu183,lrcu183,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/27865740.csv,false,false
rcl187,loc187,hrcu187,lrcu187,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/27865875.csv,false,false
rcl191,loc191,hrcu191,lrcu191,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/27865954.csv,false,false
rcl195,loc195,hrcu195,lrcu195,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/27866028.csv,false,false
rcl199,loc199,hrcu199,lrcu199,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/27866093.csv,false,false
rcl203,loc203,hrcu203,lrcu203,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/573315241.csv,false,false
rcl207,loc207,hrcu207,lrcu207,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/635136102.csv,false,false
rcl211,loc211,hrcu211,lrcu211,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/851938813.csv,false,false
rcl215,loc215,hrcu215,lrcu215,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/851938817.csv,false,false
rcl219,loc219,hrcu219,lrcu219,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1018347906.csv,false,false
rcl223,loc223,hrcu223,lrcu223,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/1018347910.csv,false,false
rcl227,loc227,hrcu227,lrcu227,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1018347914.csv,false,false
rcl231,loc231,hrcu231,lrcu231,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1018347918.csv,false,false
rcl235,loc235,hrcu235,lrcu235,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/1018347922.csv,false,false
rcl239,loc239,hrcu239,lrcu239,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1018347926.csv,false,false
rcl243,loc243,hrcu243,lrcu243,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1018347930.csv,false,false
rcl247,loc247,hrcu247,lrcu247,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/1018347934.csv,false,false
rcl251,loc251,hrcu251,lrcu251,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1018347938.csv,false,false
rcl255,loc255,hrcu255,lrcu255,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1018347944.csv,false,false
rcl259,loc259,hrcu259,lrcu259,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/1018347948.csv,false,false
rcl263,loc263,hrcu263,lrcu263,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1018347952.csv,false,false
rcl267,loc267,hrcu267,lrcu267,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1018347956.csv,false,false
rcl271,loc271,hrcu271,lrcu271,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/1018347960.csv,false,false
rcl275,loc275,hrcu275,lrcu275,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1018347965.csv,false,false
rcl279,loc279,hrcu279,lrcu279,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1018347969.csv,false,false
rcl283,loc283,hrcu283,lrcu283,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/1018347973.csv,false,false
rcl287,loc287,hrcu287,lrcu287,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1154382041.csv,false,false
rcl291,loc291,hrcu291,lrcu291,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1156116683.csv,false,false
rcl295,loc295,hrcu295,lrcu295,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/1156116687.csv,false,false
rcl299,loc299,hrcu299,lrcu299,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1156116691.csv,false,false
rcl303,loc303,hrcu303,lrcu303,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1156116695.csv,false,false
rcl307,loc307,hrcu307,lrcu307,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/1156116699.csv,false,false
rcl311,loc311,hrcu311,lrcu311,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1156116703.csv,false,false
rcl315,loc315,hrcu315,lrcu315,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1156116707.csv,false,false
rcl319,loc319,hrcu319,lrcu319,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/fort-worth-yard/1156116711.csv,false,false
rcl323,loc323,hrcu323,lrcu323,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/fort-worth-yard/1156116715.csv,false,false
rcl327,loc327,hrcu327,lrcu327,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/7113999.csv,false,false
rcl331,loc331,hrcu331,lrcu331,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/west-colton-yard/42248610.csv,false,false
rcl335,loc335,hrcu335,lrcu335,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/42248670.csv,false,false
rcl339,loc339,hrcu339,lrcu339,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210126720.csv,false,false
rcl343,loc343,hrcu343,lrcu343,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/west-colton-yard/210126724.csv,false,false
rcl347,loc347,hrcu347,lrcu347,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210128312.csv,false,false
rcl351,loc351,hrcu351,lrcu351,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210129486.csv,false,false
rcl355,loc355,hrcu355,lrcu355,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/west-colton-yard/210129490.csv,false,false
rcl359,loc359,hrcu359,lrcu359,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210129494.csv,false,false
rcl363,loc363,hrcu363,lrcu363,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210129498.csv,false,false
rcl367,loc367,hrcu367,lrcu367,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/west-colton-yard/210129949.csv,false,false
rcl371,loc371,hrcu371,lrcu371,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210129955.csv,false,false
rcl375,loc375,hrcu375,lrcu375,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210129961.csv,false,false
rcl379,loc379,hrcu379,lrcu379,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/west-colton-yard/210129969.csv,false,false
rcl383,loc383,hrcu383,lrcu383,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210129975.csv,false,false
rcl387,loc387,hrcu387,lrcu387,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210135838.csv,false,false
rcl391,loc391,hrcu391,lrcu391,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/west-colton-yard/210135842.csv,false,false
rcl395,loc395,hrcu395,lrcu395,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210135846.csv,false,false
rcl399,loc399,hrcu399,lrcu399,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210136592.csv,false,false
rcl403,loc403,hrcu403,lrcu403,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/west-colton-yard/210137512.csv,false,false
rcl407,loc407,hrcu407,lrcu407,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210137517.csv,false,false
rcl411,loc411,hrcu411,lrcu411,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210138797.csv,false,false
rcl415,loc415,hrcu415,lrcu415,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/west-colton-yard/210138990.csv,false,false
rcl419,loc419,hrcu419,lrcu419,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210139057.csv,false,false
rcl423,loc423,hrcu423,lrcu423,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210139290.csv,false,false
rcl427,loc427,hrcu427,lrcu427,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/west-colton-yard/210139305.csv,false,false
rcl431,loc431,hrcu431,lrcu431,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210139433.csv,false,false
rcl435,loc435,hrcu435,lrcu435,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210139501.csv,false,false
rcl439,loc439,hrcu439,lrcu439,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/west-colton-yard/210139525.csv,false,false
rcl443,loc443,hrcu443,lrcu443,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210139751.csv,false,false
rcl447,loc447,hrcu447,lrcu447,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210139755.csv,false,false
rcl451,loc451,hrcu451,lrcu451,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/west-colton-yard/210139925.csv,false,false
rcl455,loc455,hrcu455,lrcu455,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210140088.csv,false,false
rcl459,loc459,hrcu459,lrcu459,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210142401.csv,false,false
rcl463,loc463,hrcu463,lrcu463,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/west-colton-yard/210143104.csv,false,false
rcl467,loc467,hrcu467,lrcu467,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210143108.csv,false,false
rcl471,loc471,hrcu471,lrcu471,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210144347.csv,false,false
rcl475,loc475,hrcu475,lrcu475,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/west-colton-yard/210144351.csv,false,false
rcl479,loc479,hrcu479,lrcu479,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210145158.csv,false,false
rcl483,loc483,hrcu483,lrcu483,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/210145454.csv,false,false
rcl487,loc487,hrcu487,lrcu487,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/west-colton-yard/210145538.csv,false,false
rcl491,loc491,hrcu491,lrcu491,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/429921965.csv,false,false
rcl495,loc495,hrcu495,lrcu495,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/429932215.csv,false,false
rcl499,loc499,hrcu499,lrcu499,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/west-colton-yard/429940075.csv,false,false
rcl503,loc503,hrcu503,lrcu503,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/429942991.csv,false,false
rcl507,loc507,hrcu507,lrcu507,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/430014868.csv,false,false
rcl511,loc511,hrcu511,lrcu511,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/west-colton-yard/430059880.csv,false,false
rcl515,loc515,hrcu515,lrcu515,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/614043766.csv,false,false
rcl519,loc519,hrcu519,lrcu519,yardA,sysC,sysTypeC,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/614043770.csv,false,false
rcl523,loc523,hrcu523,lrcu523,yardA,sysA,sysTypeA,1.3,2024-01-29,XXX,YYY,data/west-colton-yard/614043774.csv,false,false
rcl527,loc527,hrcu527,lrcu527,yardA,sysB,sysTypeB,1.0,2024-01-29,XXX,YYY,data/west-colton-yard/614043778.csv,false,false

